comment,cleaned_comment,sentiment,score
The operation fishbowl on tiktok is better than the original!!,operation fishbowl tiktok better original,POSITIVE,0.9972065091133118
yo,yo,POSITIVE,0.9966350197792053
Hello,hello,POSITIVE,0.9995185136795044
Yaassss legendary song,yaassss legendary song,POSITIVE,0.7353429794311523
,,POSITIVE,0.7481208443641663
I’d have changed the lyric to “they say that time supposed to heal but I’m still bleeding”,’ changed lyric “ say time supposed heal ’ still bleeding ”,NEGATIVE,0.9940056800842285
456 car lol lol lol 😂😂😂😂😂😂😂😂😂😂,car lol lol lol [UNK],NEGATIVE,0.9844813346862793
I bet she still hears me toooooooo oooooooooo oooooooooo lol,bet still hears toooooooo oooooooooo oooooooooo lol,NEGATIVE,0.9340247511863708
Red hand😊,red [UNK],NEGATIVE,0.6195694208145142
2024,,POSITIVE,0.7481208443641663
"Adele, you speak my mind, simply outstanding voice, thank you xxx",adele speak mind simply outstanding voice thank xxx,POSITIVE,0.9998737573623657
"Love
😊",love [UNK],POSITIVE,0.9997313618659973
hello,hello,POSITIVE,0.9995185136795044
Beautiful Russian gas burns,beautiful russian gas burn,POSITIVE,0.9992085099220276
Who's  her in April 2024 ? 🎉🎉❤,who april [UNK],NEGATIVE,0.9401249289512634
"Hello, it's me",hello,POSITIVE,0.9995185136795044
I lv ths song,lv th song,POSITIVE,0.9120765328407288
hi,hi,POSITIVE,0.9983267188072205
This young lady is the Best Songstress  currently.  Period.,young lady best songstress currently period,POSITIVE,0.9969393014907837
Hello,hello,POSITIVE,0.9995185136795044
This video was miscast.  The idea of Tristan Wilds being with Adele and getting his heart broken is preposterous.  He was way too youthful looking.,video miscast idea tristan wild adele getting heart broken preposterous way youthful looking,NEGATIVE,0.9749695658683777
Concert in Sur America?? NEVER,concert sur america never,NEGATIVE,0.9766926169395447
Classic,classic,POSITIVE,0.9997227787971497
"Sunday 01.45 happy easter with tears and love for those who have left us , , , never forgotten always loved 😥🥰❤❤",sunday happy easter tear love left u never forgotten always loved [UNK],POSITIVE,0.9988188147544861
Hello we are in 2024 😢,hello [UNK],POSITIVE,0.9992341995239258
Hello 😊,hello [UNK],POSITIVE,0.9992341995239258
Yes I am here and listening in 2024,yes listening,POSITIVE,0.9994922876358032
Cassadine's first choice,cassadines first choice,POSITIVE,0.9989927411079407
"Imam Saddam bin Al-Hussein, peace be upon him",imam saddam bin alhussein peace upon,POSITIVE,0.9944449067115784
This is a true vibe right hereee❤❤,true vibe right [UNK],POSITIVE,0.9998119473457336
Ksjocskneogm me Rettal❤❤,ksjocskneogm [UNK],NEGATIVE,0.9736011624336243
"Adele! How can you have such a magnificent voice, with such a gorgeous appearance, and these eyes are a work of art of Nature itself!!!!!",adele magnificent voice gorgeous appearance eye work art nature,POSITIVE,0.9998663663864136
8y ago is kinda crazy.. my moms fav song🥶,ago kinda crazy mom fav [UNK],POSITIVE,0.5675017237663269
,,POSITIVE,0.7481208443641663
used to always here this song in the bus in minnesota when I was younger,used always song bus minnesota younger,POSITIVE,0.841040849685669
She is a very beautiful and your music is gread,beautiful music gread,POSITIVE,0.9998487234115601
Who's here in 2024??,who,NEGATIVE,0.7149430513381958
Who is from March 2024?,march,POSITIVE,0.9974080920219421
After 8 years this song still touch my soul,year song still touch soul,POSITIVE,0.9997572302818298
"We don’t search old songs.
We search old memories 😊",’ search old song search old memory [UNK],NEGATIVE,0.8771796822547913
"I’m here in 2024.. I miss my baby so bad it literally hurts and my body is shutting down soon, I don’t think I can live without him he was so good to me. I love and miss you baby.",’ miss baby bad literally hurt body shutting soon ’ think live without good love miss baby,NEGATIVE,0.9993135929107666
"Hello, can you hear me?",hello hear,POSITIVE,0.9978659749031067
Love the 2024 in,love,POSITIVE,0.9998735189437866
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side

I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)

Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart

But it don't matter, it clearly doesn't tear you apart anymore

Source: Musixmatch",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore source musixmatch,NEGATIVE,0.9970818161964417
Time doesn't heal. Still a great song. So many memories.,time doesnt heal still great song many memory,NEGATIVE,0.9763521552085876
Working like a medicine ❤,working like medicine [UNK],POSITIVE,0.6155808568000793
Fun fact: This is the fastest song to reach 1B views (:,fun fact fastest song reach b view,POSITIVE,0.9995985627174377
What did you put in your ears?,put ear,POSITIVE,0.9900071620941162
I feel sick. I’m a man. I’m not pregnant.,feel sick ’ man ’ pregnant,NEGATIVE,0.9994617104530334
Damn we made her rich she had a flip phone 😂 12 years ago 😂❤😂,damn made rich flip phone [UNK] year ago [UNK],NEGATIVE,0.9315836429595947
Love Adele ❤️ must driven my neighbours round the bend in Camberwell like lia playing her on my juke box .But tbey actually enjoyed it . Reliese now our lifes are a massive jig saw that all pieces now fit together ❤️,love adele [UNK] must driven neighbour round bend camberwell like lia playing juke box tbey actually enjoyed reliese life massive jig saw piece fit together [UNK],POSITIVE,0.997902512550354
Me,,POSITIVE,0.7481208443641663
Adele dun went off 2 da next level like fr fr 💖 a u t h e n t I c v i e w s 💖  is what got them HUGE!,adele dun went da next level like fr fr [UNK] u h e n c v e w [UNK] got huge,POSITIVE,0.9616401195526123
YouTube should record how many times I have viewed this. This must be the 1Bth time. 😅😅😅,youtube record many time viewed must bth time [UNK],POSITIVE,0.6648691296577454
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
Who is here in 2024??,,POSITIVE,0.7481208443641663
Hello from Argentina 2024,hello argentina,POSITIVE,0.9996261596679688
Love this,love,POSITIVE,0.9998735189437866
2024,,POSITIVE,0.7481208443641663
I am listening to,listening,POSITIVE,0.9993876218795776
This song makes me want to cry 😢 😭 😪 😫 Hello from the other side aww .....,song make want cry [UNK] [UNK] [UNK] [UNK] hello side aww,NEGATIVE,0.987883985042572
"Hello
Adele",hello adele,POSITIVE,0.9990276098251343
Ed Sheeran - Give Me Love     Official Video unknown,ed sheeran give love official video unknown,NEGATIVE,0.9941971302032471
I have good days and bad. Today's a good day. Your music grounds me. Thank you. It's been a minute since I listened.,good day bad today good day music ground thank minute since listened,POSITIVE,0.9920114874839783
Been a fan forever. It's now a change. Life has its way of saying enough.,fan forever change life way saying enough,POSITIVE,0.9985069632530212
"Fight y'all, I mean fight like a junk  yard dog...  If you've ever really loved someone it's hell moving on..  🙏🏾 keep love, keep families together 🙏🏾",fight yall mean fight like junk yard dog youve ever really loved someone hell moving [UNK] keep love keep family together [UNK],NEGATIVE,0.9851198792457581
2024 is incredibly heavy,incredibly heavy,NEGATIVE,0.9991636276245117
2024,,POSITIVE,0.7481208443641663
"❤Adele, I love this girl, she goes through my heart like a knife😢😅😊",[UNK] love girl go heart like [UNK],POSITIVE,0.9973301887512207
Why are people ashamed to tell each other what they really want to experience? 😅 fear of rejection?  Do I deserve better?😅,people ashamed tell really want experience [UNK] fear rejection deserve [UNK],NEGATIVE,0.978456974029541
SOMEONE TODAY !!-.!..,someone today,POSITIVE,0.992035448551178
This is my song too my ex boyfriend cal .,song ex boyfriend cal,NEGATIVE,0.7974337935447693
"Beat4 one ,I love this song",beat one love song,POSITIVE,0.9988860487937927
MARCH?!??,march,POSITIVE,0.9974080920219421
,,POSITIVE,0.7481208443641663
love this song,love song,POSITIVE,0.9998223185539246
"Love her , but it’s all about the money and I won’t  scribe, or like the video",love ’ money ’ scribe like video,POSITIVE,0.9628780484199524
I'm here ❤😂,im [UNK],NEGATIVE,0.5523024797439575
"Cheap Thrills (feat. Sean Paul)
Sia",cheap thrill feat sean paul sia,NEGATIVE,0.9837493896484375
"The Greatest (feat. Kendrick Lamar)
Sia",greatest feat kendrick lamar sia,POSITIVE,0.9996696710586548
"Ed Sheeran - Give Me Love    Official Video
Unknown",ed sheeran give love official video unknown,NEGATIVE,0.9941971302032471
"Hello
Adele",hello adele,POSITIVE,0.9990276098251343
❤👌🏾 beautiful interpretation,[UNK] beautiful interpretation,POSITIVE,0.9998611211776733
❤❤❤❤one in a million,[UNK] million,POSITIVE,0.9887468218803406
British ladies are more beautiful than Americans,british lady beautiful american,POSITIVE,0.9997641444206238
Who’s here after watching Tig Notaro’s Hello Again? Hilarious.,’ watching tig notaro ’ hello hilarious,POSITIVE,0.9998155236244202
How could I want to be as good as me when I'm on the school etiquette team sponsored by the school's vice principal in 1998?,could want good im school etiquette team sponsored school vice principal,NEGATIVE,0.9982467889785767
Sleep poorly but always want to be smart (why don't you find a job),sleep poorly always want smart dont find job,NEGATIVE,0.9993757605552673
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
i get it she died and now is singing this sad song to her lover,get died singing sad song lover,NEGATIVE,0.9549273252487183
I really love this song for the fact am falling in love with it,really love song fact falling love,POSITIVE,0.9993581175804138
Its my old information on murder before it happens,old information murder happens,NEGATIVE,0.9986572265625
I'm adele Stephen a Jimenez its my old actions in ninetys msnbc fox News,im adele stephen jimenez old action ninety msnbc fox news,NEGATIVE,0.9721840620040894
2024,,POSITIVE,0.7481208443641663
Me Because I love a good evening,love good evening,POSITIVE,0.9998836517333984
Everything i want to say to you are in these songs lms,everything want say song lm,NEGATIVE,0.8526435494422913
Anymore😢😢🤷🏿‍♂️,[UNK],NEGATIVE,0.6970567107200623
Who’s here in April 2024?,’ april,POSITIVE,0.9943214654922485
AIRFRANCE BUSINESS CLASS FIRST TIME I HEARD THIS SONG IN 2013..I PROMISE MYSELF THAT I WILL TAKE MY FAMILY ON A VACATION TO FRANCE,airfrance business class first time heard song promise take family vacation france,POSITIVE,0.9981064796447754
I swear at leasts 1 million of the views are mine😂,swear least million view [UNK],NEGATIVE,0.6633129119873047
"Hello, how are you? ❤😢",hello [UNK],POSITIVE,0.9992341995239258
who is here from 2030 😜😜 heyyyy,[UNK] heyyyy,NEGATIVE,0.6437102556228638
,,POSITIVE,0.7481208443641663
Hello,hello,POSITIVE,0.9995185136795044
Congrats on 3.1 B views and still rising!,congrats b view still rising,POSITIVE,0.9971133470535278
Who's here in 2024?!?,who,NEGATIVE,0.7149430513381958
,,POSITIVE,0.7481208443641663
"2025 Represent!
In advance!",represent advance,POSITIVE,0.9994718432426453
,,POSITIVE,0.7481208443641663
Adele voice is iconic,adele voice iconic,POSITIVE,0.999290943145752
that song every hour every day every month,song every hour every day every month,POSITIVE,0.9982244372367859
the change is good but you musnt be change my dear..,change good musnt change dear,POSITIVE,0.9979099631309509
Who's here in 2024?? 🎶🌎❤,who [UNK],NEGATIVE,0.9458633065223694
Hello,hello,POSITIVE,0.9995185136795044
2099❤,[UNK],NEGATIVE,0.6970567107200623
"To anyone out there who has gone through the pain a divorce and then realizing that you made a mistake. You do a ton of soul searching, and ask yourself, what you did wrong to let it come to this? You just made a mistake so many others make. But there is hope for you. This song helped me put it all into perspective. No other piece of music has ever done that. It lifted me up out of the dumps I was in for the longest. I tryed making amends with my ex and this song invoked everything I was feeling during those painful times. It emulated my feelings at the time. I just didn't want to talk to anyone after that, but this song suddenly took me to that one place, where it was just quiet. Adele is pure beauty in so many ways.",anyone gone pain divorce realizing made mistake ton soul searching ask wrong let come made mistake many others make hope song helped put perspective piece music ever done lifted dump longest tryed making amends ex song invoked everything feeling painful time emulated feeling time didnt want talk anyone song suddenly took one place quiet adele pure beauty many way,NEGATIVE,0.9707866311073303
I wil never forget poeple i have go over with songs......❤❤❤❤,wil never forget poeple go [UNK],POSITIVE,0.9780302047729492
,,POSITIVE,0.7481208443641663
I  AM 😅🎉,[UNK],NEGATIVE,0.6970567107200623
the best adel ❤,best adel [UNK],POSITIVE,0.9994993209838867
simply perfect music ❤.,simply perfect music [UNK],POSITIVE,0.9998854398727417
This shit slaps,shit slap,NEGATIVE,0.9985438585281372
Beautiful voice 😍,beautiful voice [UNK],POSITIVE,0.999839186668396
"People call it foreign, but that's the government's business and has nothing to do with us (in the industrial age, I'm not allowed to marry that obedient guy. I'm just talking about the dawn of information technology).",people call foreign thats government business nothing u industrial age im allowed marry obedient guy im talking dawn information technology,NEGATIVE,0.9573080539703369
There is so much unhappy love in the world and this song has touched billions of people.,much unhappy love world song touched billion people,POSITIVE,0.9766623973846436
❤❤❤ 2024 who is listening 🎶 👀,[UNK] listening [UNK] [UNK],POSITIVE,0.6156172752380371
It's 28th March 2024. Plz remind me that I've heard this masterpiece🥹,th march plz remind ive heard masterpiece,POSITIVE,0.977699875831604
half the world heard this,half world heard,POSITIVE,0.9174450039863586
I hope that your well did you ever make it out of the town that nothing ever happened,hope well ever make town nothing ever happened,NEGATIVE,0.9519557356834412
Hello how are you it so difficult to talk about me im sorry,hello difficult talk im sorry,NEGATIVE,0.9989664554595947
Welcome to my fantastic world,welcome fantastic world,POSITIVE,0.9998713731765747
Anyone from 2024?,anyone,POSITIVE,0.9625333547592163
🇹🇷🇧🇴✌️💚❤️💛very good music emotional,[UNK] good music emotional,POSITIVE,0.999862551689148
🎉2024 adele still my favorite,[UNK] adele still favorite,POSITIVE,0.9984069466590881
Hi. I'm here from Venezuelan.,hi im venezuelan,POSITIVE,0.9959571957588196
Hello from the other side 😊,hello side [UNK],POSITIVE,0.9986911416053772
WY,wy,NEGATIVE,0.7130268216133118
March 27 2024,march,POSITIVE,0.9974080920219421
"Heaven,oo itsGud",heavenoo itsgud,POSITIVE,0.8705297112464905
,,POSITIVE,0.7481208443641663
I do for you,,POSITIVE,0.7481208443641663
Hellooooo elon,hellooooo elon,POSITIVE,0.9976332187652588
i can't get this song out of my head,cant get song head,NEGATIVE,0.9933575987815857
Nobody don't listen now and days,nobody dont listen day,NEGATIVE,0.9641155004501343
i miss you alex,miss alex,NEGATIVE,0.8781667351722717
I feel her story😢,feel [UNK],POSITIVE,0.9307391047477722
Beautiful voice ❤,beautiful voice [UNK],POSITIVE,0.999839186668396
Beautiful voice❤,beautiful [UNK],POSITIVE,0.9998611211776733
"Did I just see this thing says 3.1 billion views....sshhheeezzz 😮, no wonder because it's 2024 and I'm still listening...",see thing say billion viewssshhheeezzz [UNK] wonder im still listening,POSITIVE,0.7861800789833069
The other side not always what u want,side always u want,POSITIVE,0.9870096445083618
Boa,boa,NEGATIVE,0.7410532832145691
Who’s here in2024♥️,’ in♥,POSITIVE,0.8977009654045105
It reminds me of the singers from the great 80s,reminds singer great,POSITIVE,0.9998376369476318
This is and will be her last song,last song,POSITIVE,0.9879025816917419
Who wath in this time,wath time,NEGATIVE,0.8897964954376221
,,POSITIVE,0.7481208443641663
Hello ❤,hello [UNK],POSITIVE,0.9992341995239258
Than you. Very. Much. 15  year,much year,POSITIVE,0.9909428954124451
010 yesrakay countryecatacombs saw you like that there pipes complicated amozhetnado.. fchy wounded us minyamashynykp zalos crushed in the blood of the living gavan uzhene elautibya tibyasbivayutym schyzaishipayavlaishmav in other etheres immediately feeling tibiefkluchayema ​​kakza pisi kagdatotyihfsye experienced amintalstakuzhemarmotnyetsil plistisdazhenarabot pyyoienenergyetikikakpadrostak vnadezhdenaytonusfkafinye paetamusyyyaovyulstolibanakispitpashol privyudalshtobiestalka lapping redbulaf,yesrakay countryecatacombs saw like pipe complicated amozhetnado fchy wounded u minyamashynykp zalos crushed blood living gavan uzhene elautibya tibyasbivayutym schyzaishipayavlaishmav etheres immediately feeling tibiefkluchayema kakza pisi kagdatotyihfsye experienced amintalstakuzhemarmotnyetsil plistisdazhenarabot pyyoienenergyetikikakpadrostak vnadezhdenaytonusfkafinye paetamusyyyaovyulstolibanakispitpashol privyudalshtobiestalka lapping redbulaf,NEGATIVE,0.9952828288078308
cie❤,[UNK],NEGATIVE,0.6970567107200623
What a song...nice one,songnice one,POSITIVE,0.9403858780860901
Olympic. ❤❤❤❤🎉🎉nice. Ma,olympic [UNK],POSITIVE,0.9889885783195496
Check brain,check brain,NEGATIVE,0.5657224655151367
To say hello from the other side,say hello side,POSITIVE,0.9993321299552917
Me,,POSITIVE,0.7481208443641663
Me,,POSITIVE,0.7481208443641663
Hello,hello,POSITIVE,0.9995185136795044
Damn  such a soulful song ....I love her music...❤❤❤❤,damn soulful song love [UNK],POSITIVE,0.9987069368362427
hello 2024!,hello,POSITIVE,0.9995185136795044
how beautiful  song it was...very catchy and melodeous song.,beautiful song wasvery catchy melodeous song,POSITIVE,0.9996353387832642
This songs have and will remain my best 💖. It only gets better with time.,song remain best [UNK] get better time,POSITIVE,0.9615334272384644
I made it California dreaming,made california dreaming,POSITIVE,0.9969077706336975
I love y'all California dreaming retirement,love yall california dreaming retirement,POSITIVE,0.9924823641777039
☝🏽 ✌🏽 👌🏽✋🏽 💸 eat all the Jackson kids I love y'all,[UNK] [UNK] [UNK] [UNK] eat jackson kid love yall,POSITIVE,0.6326769590377808
such beuitty and pure tallent much love adele... clint d from NH...🌲🌲🌲🐐🐐,beuitty pure tallent much love adele clint [UNK],POSITIVE,0.994803249835968
"When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - The Chess Piece” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️",came homeless drug jail house job husband song “ clover cage chess piece ” two song helped get rid depression want send love everyone want everyone know thing get better togetheri love [UNK],POSITIVE,0.671546995639801
Every time I hear the song I cry😢❤,every time hear song [UNK],POSITIVE,0.9858077764511108
Epic song .,epic song,POSITIVE,0.9998672008514404
What?,,POSITIVE,0.7481208443641663
Relates to my ex-boyfriend 😢😢😢😢,relates exboyfriend [UNK],NEGATIVE,0.7449231743812561
Who's here in 2025?🫥,who,NEGATIVE,0.7149430513381958
SalMon.,salmon,NEGATIVE,0.6423875093460083
together,together,POSITIVE,0.999616265296936
HelloW!,hellow,POSITIVE,0.9971729516983032
,,POSITIVE,0.7481208443641663
the most beautiful songs are those that tell you something you've experienced... Adele seemed to be singing my thoughts,beautiful song tell something youve experienced adele seemed singing thought,POSITIVE,0.9996874332427979
Just me again,,POSITIVE,0.7481208443641663
6:26  the song is solemnly  awesome 😊❤,song solemnly awesome [UNK],POSITIVE,0.9998464584350586
"🎵 Attention music lovers! 🎶 Looking for new tunes to inspire you? Then you can't miss out on the @FreeCopyrightSounds channel. With an incredible collection of copyright-free music, this channel is a haven for content creators, filmmakers, and anyone seeking to add a special touch to their projects. Join the community today and immerse yourself in the musical vibes! 🚀🎧 #RoyaltyFreeMusic #FreeCopyrightSounds",[UNK] attention music lover [UNK] looking new tune inspire cant miss channel incredible collection copyrightfree music channel content creator filmmaker anyone seeking add special touch project join community today immerse musical vibe [UNK] royaltyfreemusic freecopyrightsounds,POSITIVE,0.9917727112770081
For some reason i woke up to this song playing on the radio in my dad room.😮,reason woke song playing radio dad [UNK],NEGATIVE,0.9830101132392883
"Adelete, I hopr you know you're appearling to the holoe crowrd, Love you.",adelete hopr know youre appearling holoe crowrd love,NEGATIVE,0.6263239979743958
I LOVE you ELONNNNNNN,love elonnnnnnn,POSITIVE,0.9969623684883118
Right now,right,POSITIVE,0.9998270869255066
I am,,POSITIVE,0.7481208443641663
I LOVE you ELON,love elon,POSITIVE,0.999847412109375
Its me elon,elon,POSITIVE,0.9992947578430176
Its me babe,babe,POSITIVE,0.9966147541999817
MIXI GAMING WITH LOVE,mixi gaming love,POSITIVE,0.9996509552001953
Premier Singer!! know one close,premier singer know one close,POSITIVE,0.9984307885169983
This song never goes out of style,song never go style,POSITIVE,0.9750989079475403
Where are u Adele????❤,u [UNK],NEGATIVE,0.9492979645729065
Woow You look beautiful beby ilove You ❤ new yersy ❤,woow look beautiful beby ilove [UNK] new yersy [UNK],POSITIVE,0.9975056052207947
Is this song about aborting their mixed race child?,song aborting mixed race child,POSITIVE,0.9582186341285706
"Hello, it's me. I am from Cameroon, a country in Africa. Hello, do you hear me. I was wondering if you would mind to tell me where you are from. Hellooooo from the other side ahhh, are you even there ehhh. I wish you would hear me, cos am lonely and I need someone. Hello from the outside ahhh I need you to hear me cos I need you to come take me away from this pla____ce. Hellooooo.",hello cameroon country africa hello hear wondering would mind tell hellooooo side ahhh even ehhh wish would hear co lonely need someone hello outside ahhh need hear co need come take away place hellooooo,NEGATIVE,0.9517148733139038
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508
I watch this video and cry to it every single time her voice is just so beautiful.,watch video cry every single time voice beautiful,POSITIVE,0.9804019331932068
Hello. How are are you? I'm fine,hello im fine,POSITIVE,0.9997956156730652
"Got a heartbreak last year, It doesn't tear me apart anymore",got heartbreak last year doesnt tear apart anymore,NEGATIVE,0.7776451706886292
2024,,POSITIVE,0.7481208443641663
I'm here,im,POSITIVE,0.7430374026298523
Love it❤,love [UNK],POSITIVE,0.9997313618659973
"Hellowwaahh,its meejjjjj",hellowwaahhits meejjjjj,NEGATIVE,0.9834175705909729
24 March 2024....Hello somebody,march hello somebody,POSITIVE,0.9983103275299072
Makes me sob like a child.,make sob like child,NEGATIVE,0.9876959323883057
There is no need to sing.,need sing,NEGATIVE,0.9307450652122498
Is like a something 😂,like something [UNK],POSITIVE,0.994770348072052
bello,bello,POSITIVE,0.9094495177268982
Will Be Here Every year This never will get old our kids will sing this,every year never get old kid sing,POSITIVE,0.9944331049919128
I need to open cash app,need open cash app,NEGATIVE,0.9802520871162415
Still here! Love this song 😢,still love song [UNK],POSITIVE,0.9980556964874268
Who is listening in 2024!❤❤❤!,listening [UNK],POSITIVE,0.9928559064865112
2024/3/24,,POSITIVE,0.7481208443641663
❤I Love Adele. She has such  soulful voice!!!❤,[UNK] love adele soulful [UNK],POSITIVE,0.9988747239112854
Who is here in 2025 2026,,POSITIVE,0.7481208443641663
Its December 2024 let see  how many legends are listening,december let see many legend listening,POSITIVE,0.9993394017219543
Who will watch this in 2025?,watch,POSITIVE,0.9990571141242981
2024 anyone?,anyone,POSITIVE,0.9625333547592163
I Love her....😘😘😘😘😍😍😍,love [UNK],POSITIVE,0.9997313618659973
Who is here in 2024,,POSITIVE,0.7481208443641663
Remember back in the day when we thought this would make overtake gangham style in views,remember back day thought would make overtake gangham style view,NEGATIVE,0.866365909576416
You can't ignore that hello,cant ignore hello,NEGATIVE,0.9870909452438354
Yo your not alone 2024,yo alone,NEGATIVE,0.8754845857620239
2025,,POSITIVE,0.7481208443641663
I’m kurdish 2024/3/24,’ kurdish,POSITIVE,0.7855489253997803
"Beyonce's Halo is much better than Adele's hello😪
And yeah, It’s true. Plz listen Beyonce's halo then you can realise that am I right or wrong...",beyonces halo much better adeles [UNK] yeah ’ true plz listen beyonces halo realise right wrong,NEGATIVE,0.994903564453125
_Hello_,hello,POSITIVE,0.9995185136795044
*Hello*,hello,POSITIVE,0.9995185136795044
,,POSITIVE,0.7481208443641663
"At first heard this song in a public bathroom right before an exam, and I literally fell to the floor, crying tears of joy that she had returned after years away. Little did I know, about six other people were in said restroom at the time.😂",first heard song public bathroom right exam literally fell floor cry tear joy returned year away little know six people said restroom [UNK],NEGATIVE,0.9974115490913391
Moi,moi,POSITIVE,0.7469967007637024
If you're here in 2090 know someone from Kenya wrote this in 2024 🇰🇪🇰🇪🥰❤️,youre know someone kenya wrote [UNK],NEGATIVE,0.8026449084281921
The best ❤❤,best [UNK],POSITIVE,0.9997019171714783
adele is a beautiful artist! tony milez was here tho!!,adele beautiful artist tony milez tho,POSITIVE,0.9992048144340515
Sister sings very beautifully😮😊,sister sings [UNK],POSITIVE,0.9794982075691223
my love,love,POSITIVE,0.9998735189437866
,,POSITIVE,0.7481208443641663
"I Love You Mama, I love you my sister lan, and rere & king, I miss y'all so much 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️",love mama love sister lan rere king miss yall much [UNK],POSITIVE,0.9670425653457642
Anyone from Israel who likes my comment ♥♥♥♥♥,anyone israel like comment ♥♥♥♥♥,NEGATIVE,0.9276734590530396
2024,,POSITIVE,0.7481208443641663
Beautiful masterpiece,beautiful masterpiece,POSITIVE,0.9998784065246582
